,vote_average,vote_count,release_date,revenue,runtime,adult,budget,original_language,popularity,genres,production_companies,production_countries,spoken_languages,keywords,profit,profit_perc,profitable,profitable_perc,January,February,March,April,May,June,July,August,September,October,November,December,Winter_release,Spring_release,Summer_release,Autumn_release,Drama,Comedy,Romance,Action,Crime,Thriller,Horror,Adventure,Science Fiction,In_English
1542,6.953,2916,2011-10-02,3909002,102,False,6500000,en,24.812,Drama,"HanWay Films, See-Saw Films, Lipsync Productions, Alliance Films, Film4 Productions, UK Film Council","Canada, United Kingdom",English,"new york city, pornography, sex addiction, co-workers relationship, internet porn, self-loathing, brother sister relationship",-2590998,-0.6628285173555808,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
1543,6.401,2916,2008-01-10,160259319,111,False,30000000,en,14.878,"Comedy, Romance","Fox 2000 Pictures, Spyglass Entertainment, Dune Entertainment III",United States of America,English,"newspaper, new love, lovesickness, sibling relationship, wedding planner, witness, bride, bridesmaid, romantic comedy, sister, sibling rivalry, reporter, wedding, woman director, hilarious, cheerful, familiar",130259319,0.8128033977231615,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
1544,7.409,2914,2000-07-06,213525736,120,False,17000000,zh,25.021,"Adventure, Drama, Action, Romance","China Film Co-Production Corporation, Columbia Pictures Film Production Asia, Good Machine, Asia Union Film & Entertainment Ltd., United China Vision, Zoom Hunt International Productions Company Ltd., Columbia Pictures, Sony Pictures Classics, Edko Films, Ang Lee Productions","China, Hong Kong, Taiwan, United States of America",Mandarin,"martial arts, kung fu, based on novel or book, flying, taskmaster, sword, tiger, villainess, mountain, comb, fistfight, sword fight, thief, revenge, theft, historical, female martial artist, 18th century, wuxia, warrior, bamboo, tavern fight, action hero, qing dynasty",196525736,0.9203843044006649,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
1545,6.47,2914,1996-05-10,494471524,113,False,92000000,en,23.135,"Action, Adventure, Drama","Constant c Productions, Universal Pictures, Amblin Entertainment, Warner Bros. Pictures, Twister Productions",United States of America,English,"husband wife relationship, climate, tornado, twister, natural disaster, oklahoma, metereologist, invention, storm chaser, barn, truck, disaster, divorce, disaster movie, motley crew",402471524,0.8139427741849093,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
1546,7.168,2906,2005-09-23,60740827,96,False,32000000,en,21.136,"Drama, Thriller, Crime","New Line Cinema, BenderSpink","Canada, Germany, United States of America",English,"small town, hero, robbery, indiana, usa, distrust, philadelphia, pennsylvania, dual identity, double life, fight, identity, self-defense, marriage, diner, mistaken identity, based on comic, family relationships, irish mob, revenge, mobster, lawyer, attempted robbery, based on graphic novel, graphic violence",28740827,0.473171479868063,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
1547,6.409,2904,2015-07-10,31807156,117,False,26000000,en,36.46,"Science Fiction, Mystery, Thriller, Action","Ram Bergman Productions, Endgame Entertainment",United States of America,English,"immortality, lie, terminal illness, laboratory, cancer, doctor, body-swap, death, rich, false memory, soul transference, rich man, mind transfer, host body, body snatching, eternal",5807156,0.18257388368831215,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1
1548,5.339,2904,2015-06-26,6341684,99,False,2500000,en,33.974,Thriller,"Sobras International Pictures, Lionsgate Premiere, UFA, Black Bear Pictures, Camp Grey, Elevated Films, Movie Trailer House, Rogovin Brothers, Dragonfly Entertainment","Chile, Germany, Israel, United States of America","Spanish, English","adultery, infidelity, cake, disc jockey, rain, architect, seduction, torture, art, home invasion, extramarital affair, threesome, seductress, erotic thriller, married man",3841684,0.6057829434579206,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1549,5.767,2904,1990-11-16,119946358,104,False,42000000,en,36.638,Drama,"United Artists, Winkler Films",United States of America,"English, Georgian","career, friendship, philadelphia, pennsylvania, transporter, cataclysm, sports, restart, parent child relationship, praise, trainer, bankrupt, boxer, training, street riots, world champion, challenger, sponsorship, challenge, champion, tax consultant, boxing school, father figure, boxing",77946358,0.6498434741970239,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
1551,6.4,2903,2007-08-08,258022233,91,False,140000000,en,42.857,"Action, Comedy, Crime","New Line Cinema, Roger Birnbaum Productions, Arthur Sarkissian Productions, Unlike Film Productions",United States of America,"Latin, English, French, Japanese, Mandarin","martial arts, ambassador, los angeles, california, interracial friendship, buddy cop, action hero",118022233,0.45741109836841076,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1
1552,7.509,2902,2013-05-21,24930592,142,False,9200000,it,11.758,Drama,"France 2 Cinéma, Indigo Film, Babe Films, Pathé","France, Italy","Italian, Japanese, Spanish, Mandarin","journalist, based on novel or book, rome, italy, alcohol, birthday, vatican, nightclub, giraffe, artist, beauty, satire, aging, love, church, art, drugs, flamingo",15730592,0.6309754698163605,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1553,6.26,2900,1990-11-21,57120318,108,False,35000000,en,41.389,"Science Fiction, Action, Thriller","Davis Entertainment, Lawrence Gordon Productions, Silver Pictures, 20th Century Fox",United States of America,English,"predator, war on drugs, extraterrestrial technology, alien, los angeles, california, creature, alien invasion, invisible",22120318,0.38725831323278,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
1554,6.436,2898,2013-09-26,248384621,95,False,78000000,en,33.819,"Animation, Family, Comedy","Columbia Pictures, Sony Pictures Animation",United States of America,English,"inventor, sequel, food, scientist",170384621,0.6859708959195183,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1555,5.406,2894,2013-06-12,19145732,90,False,15000000,en,27.077,"Drama, Crime","American Zoetrope, NALA Films, StudioCanal, TFC, Tobis Film, FilmNation Entertainment, Pathé","France, Germany, Japan, United States of America",English,"california, dark comedy, satire, based on true story, celebrity, thief, social satire, fame, burglary, hollywood, woman director",4145732,0.21653557043418345,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
1556,5.905,2889,2010-02-10,216485654,125,False,52000000,en,16.528,"Comedy, Romance","Karz Entertainment, New Line Cinema, Rice Films",United States of America,English,"married couple, florist, kiss, romantic comedy, single, los angeles, california, valentine's day, multiple storylines, aftercreditsstinger, duringcreditsstinger",164485654,0.7597993260098427,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
1557,7.086,2887,1999-12-31,10409377,97,False,6000000,en,22.406,"Drama, Romance","American Zoetrope, Muse Productions",United States of America,English,"suicide, based on novel or book, michigan, suicide attempt, 1970s, coming of age, suburb, lust, family, catholic, overprotective parent, teen suicide, femininity, woman director, male gaze, sisters",4409377,0.42359662830926387,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
1558,6.338,2881,2009-06-10,150166126,106,False,100000000,en,26.237,"Crime, Thriller, Action","Escape Artists, Columbia Pictures, Relativity Media, Scott Free Productions, Metro-Goldwyn-Mayer",United States of America,English,"new york city, hostage, motorcycle crash, remake, new york subway, subway train, stock market, subway tunnel, aftercreditsstinger",50166126,0.3340708543017218,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1
1559,6.587,2878,2013-02-07,63372757,106,False,30000000,en,21.046,"Thriller, Crime, Drama","di Bonaventura Pictures, Endgame Entertainment",United States of America,"English, French","depression, new york city, fraud, insomnia, deception, cover-up, murder, lawyer, doctor, patient, drugs, psychiatrist, ex-con, sleepwalking, prescription medication, professional reputation, insider trading, anxiety, apartment",33372757,0.5266104644934415,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1
1560,5.6,2878,2002-04-18,165333180,92,False,60000000,en,22.87,"Action, Adventure, Fantasy","Universal Pictures, Alphaville Films, Kalima Productions, World Wrestling Entertainment (WWE)","United States of America, Germany, Belgium","English, Italian, German, Thai","egypt, temple, magic, sword fight, prequel, battlefield, fictional war, spin off, desert, ancient egypt, tyrant, warrior, action hero, sword and sorcery, supernatural power",105333180,0.6370964376297608,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
1561,7.901,2877,1974-12-15,86273333,106,False,2800000,en,23.236,Comedy,"Crossbow Productions, Gruskoff/Venture Films, Jouer Limited, 20th Century Fox",United States of America,"German, English","monster, experiment, assistant, castle, bride, parody, mad scientist, laboratory, spoof, horror spoof, black and white, scientist, frankenstein",83473333,0.9675450118520401,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1562,7.498,2876,2014-12-05,44779195,100,False,5000000,en,14.606,Drama,"Shriver Films, Killer Films, Big Indie Pictures, BSM Studio, Lutzus-Brown, Backup Media, Sony Pictures Classics","France, United Kingdom, United States of America",English,"mother, based on novel or book, professor, alzheimer's disease, family, illness, columbia university, loss of memory",39779195,0.8883410030037386,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1563,7.292,2872,1974-10-01,30900000,83,False,85000,en,40.426,Horror,Vortex,United States of America,English,"van, gas station, sadistic, texas, midnight movie, leatherface, hitchhiker, slaughterhouse, chainsaw, cannibal, family, polaroid, grave robber, brutal violence",30815000,0.9972491909385113,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1564,6.7,2869,2018-05-30,75100000,100,False,28000000,en,19.098,"Comedy, Action","New Line Cinema, Broken Road Productions",United States of America,English,"based on true story, travel, game, group of friends, classmates",47100000,0.6271637816245007,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1565,6.17,2868,1988-05-24,189015611,102,False,63000000,en,46.671,"Action, Adventure, Thriller, War","TriStar Pictures, Carolco Pictures",United States of America,"English, Russian","submachine gun, competition, machinegun, liberation, soviet union, soviet military, thailand, freedom fighter, afghanistan, war on freedom, mujahid",126015611,0.6666941970205836,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
1566,6.654,2867,2020-03-11,10550350,90,False,14000000,en,26.615,"Action, Thriller, Horror","Blumhouse Productions, dentsu, White Rabbit Productions, Universal Pictures","Japan, United States of America","Arabic, Croatian, English","dark comedy, gore, hunting human beings, satire, murder, death game",-3449650,-0.32697019530157767,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1
1567,7.638,2866,1997-10-07,43101594,156,False,15000000,en,18.908,Drama,"New Line Cinema, Lawrence Gordon Productions, Ghoulardi Film Company",United States of America,English,"adultery, pornography, robbery, husband wife relationship, drug abuse, 1970s, cocaine, porn actor, custody battle, rags to riches, coming of age, alter ego, los angeles, california, drugs, porn industry, disco, voyeurism, 1980s, big dick, mother son relationship",28101594,0.6519850286743456,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
1568,7.337,2865,2003-09-06,60427839,124,False,20000000,en,17.06,"Drama, Crime, Thriller","This Is That Productions, Y Productions, Mediana Productions Filmgesellschaft, Focus Features",United States of America,English,"life and death, rage and hate, transplantation, faith, suicide attempt, loss of loved one, widow, ex-detainee, new mexico, sadness, car crash, multiple storylines",40427839,0.6690267212765957,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
1569,6.108,2860,2016-12-23,312242626,107,False,40000000,en,2.151,"Action, Horror, Science Fiction","Screen Gems, Constantin Film, Impact Pictures, Davis Films","Canada, France, Germany, United States of America",English,"helicopter, monster, underground, dystopia, mutant, post-apocalyptic future, sequel, end of the world, female soldier, zombie, armageddon, based on video game, heroine, resident evil",272242626,0.871894492714137,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1
1570,7.833,2858,1993-11-10,63848322,144,False,30000000,en,17.949,"Crime, Drama, Romance, Thriller","Universal Pictures, Epic Productions, Bregman/Baer Productions",United States of America,"English, Spanish","new york city, based on novel or book, gangster, go-go dancer, release from prison, 1970s, puerto rico, cocaine, nightclub, criminal past, love, lawyer, drugs, disco, neo-noir",33848322,0.5301364380413944,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1
1571,6.312,2858,2019-07-11,91542097,88,False,13500000,en,32.163,"Thriller, Horror, Action","Raimi Productions, Fire Axe Pictures, Serbia Creates Film, Ontario Creates","Canada, Serbia, United States of America",English,"florida, hurricane, animal attack, alligator, creature, flood, animal horror, crawlspace, father daughter relationship",78042097,0.8525268653174943,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1
1572,6.106,2857,2019-05-09,33224654,91,False,6000000,en,29.142,"Horror, Science Fiction, Thriller, Mystery","Troll Court Entertainment, Screen Gems, Stage 6 Films, The H Collective",United States of America,English,"husband wife relationship, child murder, country life, super power, super villain, kansas state, father son relationship, mother son relationship, american countryside",27224654,0.8194112119271431,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1
1573,6.139,2857,2003-04-11,195745823,106,False,75000000,en,28.06,Comedy,"Columbia Pictures, Revolution Studios, Happy Madison Productions",United States of America,English,"penalty, therapist, psychology, aggression, rage, anger, brooklyn, new york city, anger management, anger issues",120745823,0.6168500617251996,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1574,5.998,2857,2002-07-26,296938801,93,False,63000000,en,30.917,"Comedy, Crime, Science Fiction","Eric's Boy, New Line Cinema, Team Todd, Gratitude International, Moving Pictures",United States of America,"English, Japanese, German, French","gold, helicopter, sibling relationship, saving the world, submarine, asteroid, undercover, submachine gun, clone, spy, journey in the past, car journey, nightclub, laser, sumo ringer, family history, time travel, conciliation, clowning, overweight man, belgium, parody, james bond spoof, duringcreditsstinger",233938801,0.7878350697590376,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1
1575,7.417,2855,2000-03-17,256271286,131,False,52000000,en,22.495,Drama,Jersey Films,United States of America,English,"biography, based on true story, single mother, water pollution, environmental law, legal drama, corporate negligence",204271286,0.7970900259188616,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1576,6.232,2851,2009-01-09,115375850,89,False,30000000,en,24.456,"Comedy, Romance","Fox 2000 Pictures, Regency Enterprises, New Regency Pictures, Biride Productions, Dune Entertainment, Dune Entertainment III",United States of America,English,"friendship, bride, engagement, rivalry, wedding, family feud",85375850,0.7399802471661098,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
1577,6.726,2850,2011-05-17,54674226,139,False,32000000,en,18.594,"Drama, Fantasy","Plan B Entertainment, Fox Searchlight Pictures, River Road Entertainment, Brace Cove Productions, Summit Entertainment",United States of America,English,"sibling relationship, parent child relationship, afterlife, christianity, philosophy, tree, sun, texas, telegram, bible, surrealism, meteor, coming of age, spirituality, grief, space, religion, memory, dinosaur, birth, death, grace, childhood, death of brother, silhouette, existentialism, organist, masculinity, cosmos, 1950s, newborn baby, organ player, waco texas, father son relationship, mother son relationship, brother brother relationship, life, pantheism",22674226,0.41471507982572997,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1578,6.557,2850,2008-07-25,128107642,98,False,65000000,en,20.377,Comedy,"Columbia Pictures, Mosaic Media Group, Gary Sanchez Productions, Relativity Media, Apatow Productions",United States of America,"English, Spanish","becoming an adult, hostility, autonomy, childhood trauma, stepbrother, slacker, man child, buddy, aftercreditsstinger, duringcreditsstinger",63107642,0.4926141876844474,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1579,6.055,2845,2005-03-04,198636868,95,False,56000000,en,29.032,"Comedy, Family, Action","Walt Disney Pictures, Spyglass Entertainment",United States of America,English,"mission, bodybuilder, body guard, scientist, family, u.s. soldier, death of husband, us military, action hero, male nanny",142636868,0.7180785190390738,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1580,8.167,2845,1952-04-09,7200000,103,False,2540800,en,30.111,"Comedy, Romance",Metro-Goldwyn-Mayer,United States of America,English,"fan, musical, partner, film in film, hollywood, broadway, dancing in the street, audience, chorus girl, diction coach, pearl necklace, flapper, silent film star, squeaky voice, 1920s, old hollywood, talkies, dancing in the rain",4659200,0.6471111111111111,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
1581,7.132,2843,2003-11-14,212011111,138,False,150000000,en,20.328,"Adventure, Drama, War","Universal Pictures, Samuel Goldwyn Films, 20th Century Fox, Miramax",United States of America,"French, Portuguese, English","epic, ship, navy, based on novel or book, surgeon, royal navy, historical fiction, period drama, napoleonic wars, naturalist, frigate, self surgery, sea battle, weevil, high seas, naval warfare, 19th century, galapagos islands, galapagos, naval battle, english navy",62011111,0.29248991105942557,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
1583,5.7,2839,1998-06-26,294456605,85,False,71000000,en,30.406,"Comedy, Family, Fantasy","20th Century Fox, Davis Entertainment, Joseph M. Singer Entertainment",United States of America,English,"based on novel or book, tiger, san francisco, california, veterinarian, monkey, dog, talking to animals, woman director, father son relationship, father daughter relationship",223456605,0.7588778828717393,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1584,7.043,2832,2012-08-29,53676580,115,False,26000000,en,24.445,"Crime, Drama, Western","The Weinstein Company, Benaroya Pictures, Yucaipa Films, Annapurna Pictures, Pie Films Inc., Red Wagon Entertainment, Revolt Films, Blum Hanson Allen Films, Blumhouse Productions",United States of America,English,"corruption, based on novel or book, prohibition era, brother, gangster, great depression, appalachia, bootlegging, shootout, brutality, church, tommy gun, moonshine, virginia, 1930s, lawman, brothers, violence",27676580,0.5156174257003706,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
1585,5.488,2832,2017-07-23,216909830,86,False,50000000,en,26.716,"Animation, Family, Comedy","Columbia Pictures, Sony Pictures Animation, Beaver House Studios (KR)",United States of America,English,"parody, 3d animation, emoji",166909830,0.7694894694260744,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1586,7.27,2829,1992-10-31,21502976,81,False,11000000,en,22.567,"Fantasy, Horror, Comedy","Renaissance Pictures, Dino De Laurentiis Company, Introvision International, Universal Pictures",United States of America,English,"witch, skeleton, swordplay, supermarket, prophecy, castle, time travel, catapult, chain saw, incantation, time frame, pit, windmill, undead, knight, zombie, middle ages (476-1453), necronomicon, doppelgänger, psychotronic, 13th century, hilarious, enchant, excited",10502976,0.48844290204295443,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
1587,6.081,2828,2008-05-07,219375562,99,False,35000000,en,29.632,"Comedy, Romance","Penn Station Entertainment, Regency Enterprises, 21 Laps Entertainment, Dune Entertainment III, Mosaic Media Group, 20th Century Fox, Monarchy Enterprises B.V.",United States of America,"English, Serbo-Croatian","hotel, casino, roommate, romantic comedy, rivalry, wedding, las vegas, drinking, opposites attract, aftercreditsstinger, marriage counselling, accidental marriage, vegas wedding, credits cookie",184375562,0.8404562491787485,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
1588,6.868,2823,1998-12-11,289317794,123,False,25000000,en,18.679,"Romance, History, Comedy","Universal Pictures, Miramax, Bedford Falls Productions","United Kingdom, United States of America",English,"london, england, theater play, queen elizabeth i, playwright, cross dressing, false history, francis bacon, 16th century, acting, elizabethan england",264317794,0.9135898291827844,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1
1589,7.119,2822,2016-12-22,23737523,161,False,46000000,en,28.9,"Drama, History","Waypoint Entertainment, Cappa Defina Productions, CatchPlay, Fábrica de Cine, SharpSword Films, Sikelia Productions, EFO Films","Mexico, Taiwan, United States of America","Japanese, English","japan, based on novel or book, christianity, missionary, remake, betrayal, torture, martyrdom, crisis of faith, portuguese, jesuits (society of jesus), 17th century, shogunate, religious persecution, religious icon, apostasy",-22262477,-0.937860154995953,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1590,6.3,2820,2009-10-22,68234154,90,False,11000000,en,88.767,"Horror, Thriller","Lionsgate, Twisted Pictures, Mandate Pictures","Canada, United States of America",English,"sacrifice, sadism, fbi, apprentice, murder, torture, killer, agent, death, survival horror, death match, aftercreditsstinger, mind game, healthcare, death game, foreboding",57234154,0.8387904098583826,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
1591,6.018,2816,2013-01-23,46216641,118,False,35000000,en,26.273,"Action, Crime","Incentive Filmed Entertainment, Sierra/Affinity, Alexander/Mitchell Productions, Current Entertainment, Sidney Kimmel Entertainment, Anvil Films",United States of America,English,"based on novel or book, real estate agent, professional thief, jewel robbery, parker, palm beach, florida",11216641,0.24269701902394855,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
1592,6.298,2813,2020-01-08,40882928,95,False,50000000,en,20.152,"Horror, Science Fiction, Action, Adventure","Chernin Entertainment, 20th Century Fox, TSG Entertainment",United States of America,English,"monster, self sacrifice, deep sea, animal attack, giant monster, earthquake, survival, nuclear explosion, disaster, cryptozoology, female protagonist, underwater, survival horror, animal killing, creature feature, mechanical engineering, researcher, trapped underwater , 2050s",-9117072,-0.22300437972544432,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1
1593,5.83,2812,2015-08-20,81967450,96,False,35000000,en,28.424,"Action, Crime, Thriller","Daybreak Productions, Prime Universe Productions, Giant Pictures, TSG Entertainment, Dayday Films, Ingenious Media, Fox International Productions, Deutscher Filmförderfonds, 20th Century Fox, Medienboard Berlin-Brandenburg","Indonesia, Germany, United States of America",English,"assassin, hitman, secret identity, intelligence, execution, killer, based on video game",46967450,0.5730012340264337,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1
1594,7.375,2812,2021-10-21,22957625,117,False,43000000,en,24.18,"Mystery, Thriller, Horror","Film4 Productions, Working Title Films, Complete Fiction, Perfect World Pictures, Focus Features",United Kingdom,English,"london, england, nightmare, go-go dancer, time travel, nostalgia, fashion designer, murder, soho london, clairvoyant, fashion design, 1960s, mirror, pub",-20042375,-0.8730160458671139,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
1595,5.455,2811,2003-06-27,259175788,106,False,120000000,en,28.985,"Action, Adventure, Comedy","Wonderland Sound and Vision, Tall Trees Productions, Flower Films, Columbia Pictures",United States of America,"English, Mandarin, Spanish","martial arts, robbery, undercover agent, spy, secret identity, villainess, secret agent, organized crime, los angeles, california, heroine, spy hero, based on tv series",139175788,0.5369937873980728,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
1596,7.572,2806,2021-09-03,14400000,138,False,200000000,en,103.895,"Action, Science Fiction, Adventure","Skydance, Phantom Four, Lit Entertainment Group",United States of America,English,"world cup, time travel, global warming, glacier, alien, alien invasion, military, future war, father son reunion, hope for future, changing the past or future, message from the future, father son relationship, father daughter relationship, world war",-185600000,-12.88888888888889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
1597,7.1,2805,1981-05-23,50244700,99,False,6000000,en,24.171,"Science Fiction, Action","AVCO Embassy Pictures, Goldcrest, International Film Investors, City Films",United States of America,English,"new york city, taxi, martial arts, street gang, usa president, war veteran, kidnapping, hostage, liberation of prisoners, gangster, dystopia, anti hero, post-apocalyptic future, wrestling, villain, attempt to escape, rescue mission, police operation, cyberpunk, electronic music score, urban setting, reluctant hero",44244700,0.8805844198492577,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
1598,6.648,2802,2005-10-21,123276807,97,False,25000000,en,29.478,"Fantasy, Comedy, Family","Metro-Goldwyn-Mayer, Three Strange Angels, Nanny McPhee Productions, Working Title Films, StudioCanal","United Kingdom, United States of America",English,"loss of loved one, nanny, education, family relationships, widower, single father, wizard, 19th century, based on young adult novel",98276807,0.7972043516668954,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1599,6.346,2798,1997-12-11,333011068,119,False,110000000,en,25.171,"Adventure, Action, Thriller","Eon Productions, United Artists, Danjaq","United Kingdom, United States of America","German, English, Danish, Mandarin, Cantonese","media tycoon, navy, london, england, china, england, missile, spy, secret intelligence service, intelligence, manipulation of the media, special car, motorcycle, secret service, hamburg, germany",223011068,0.6696806485723171,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1
1600,7.359,2795,1940-11-13,76411819,124,False,2280000,en,28.494,"Animation, Family",Walt Disney Productions,United States of America,English,"classical music, orchestra, musical, cartoon mouse, wizard, live action and animation",74131819,0.9701616840190652,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1602,7.437,2791,2008-12-10,108902486,124,False,32000000,en,20.8,"Drama, Romance","The Weinstein Company, Filmstiftung Nordrhein-Westfalen, Mirage Enterprises, Mitteldeutsche Medienförderung (MDM), Studio Babelsberg, FFA, Deutscher Filmförderfonds, Medienboard Berlin-Brandenburg, ARD","Germany, United States of America","English, German, Greek, Latin","based on novel or book, germany, war crimes, women's prison, trial, female prisoner, reading aloud, love affair, law student, teenage sexuality, older woman younger man relationship, reading to someone, secret lover, shame, literacy, west germany, courtroom drama",76902486,0.7061591413073894,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
1603,7.673,2790,2005-12-06,162242962,146,False,85000000,en,21.389,"Drama, Romance, History","Columbia Pictures, DreamWorks Pictures, Spyglass Entertainment, Amblin Entertainment, Red Wagon Entertainment, United Performers' Studio, StudioCanal","France, Japan, United States of America","English, Japanese","secret love, japan, prostitute, sibling relationship, geisha, brothel, mentor, world war ii, loss of virginity, period drama, kimono, sumo, kyoto, japan, 1920s, 1940s, 1930s, loving, student mentor relationship, loss of sister, loss of parents, admiring, appreciative",77242962,0.47609437751758993,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
